TAHUN,PROVINSI,KOTA/KABUPATEN,PERSENTASE BALITA GIZI KURANG (BB/TB: < -2 S.D. -3 SD),PERSENTASE BALITA DITIMBANG (D/S) (L+P),PERSENTASE BALITA BERAT BADAN KURANG(BB/U) ATAU UNDERWEIGHT,PERSENTASE BALITA PENDEK (TB/U) ATAU STUNTING,PERSENTASE BALITA BATUK ATAU KESUKARAN BERNAFAS DIBERIKAN TATALAKSANA STANDAR,PENYEBAB KEMATIAN BALITA (12-59 BULAN)-PNEUMONIA,PENYEBAB KEMATIAN BALITA (12-59 BULAN)-DIARE,PERSENTASE KUNJUNGAN NEONATAL 1 KALI (KN1) (L+P),PERSENTASE KUNJUNGAN NEONATAL 3 KALI (KN1) (L+P),PERSENTASE - BAYI DIIMUNISASI HB0 < 24 JAM (L + P),PERSENTASE - BAYI DIIMUNISASI HB0 1-7 HARI (L),PERSENTASE - BAYI DIIMUNISASI LENGKAP (L + P),PERSENTASE PESERTA KB KONDOM,PERSENTASE PESERTA KB SUNTIK,PERSENTASE PESERTA KB PIL,PERSENTASE PESERTA KB IMPLAN,PERSENTASE PESERTA KB,PERSENTASE IBU BERSALIN/ NIFAS KF1,PERSENTASE IBU HAMIL K1,PERSENTASE IBU HAMIL K4,PERSENTASE IBU HAMIL Td1,PERSENTASE IBU HAMIL Td2,PERSENTASE IBU HAMIL Td3,PERSENTASE WUS (15-39 TAHUN) Td1,PERSENTASE WUS (15-39 TAHUN) Td2,PERSENTASE WUS (15-39 TAHUN) Td3,PERSENTASE WUS (15-39 TAHUN) Td4,PERSENTASE PERSALINAN DI FASYANKES,BOR (%),PERSENTASE PELAYANAN KESEHATAN BAYI (L+P),PERSENTASE - SISWA KELAS 1 SD/MI MENDAPAT PELAYANAN KESEHATAN,PERSENTASE - SISWA KELAS 7 SMP/MTS MENDAPAT PELAYANAN KESEHATAN,PERSENTASE - SISWA KELAS 10 SMA/MA MENDAPAT PELAYANAN KESEHATAN,PERSENTASE - PELAYANAN KESEHATAN PADA USIA PENDIDIKAN DASAR,PERSENTASE BUMIL DENGAN KOMPLIKASI KEBIDANAN DITANGANI ,PERSENTASE  BAYI (6-11 BULAN)  MENDAPAT VIT A,PERSENTASE ANAK BALITA (12-59 BULAN)  MENDAPAT VIT A,PERSENTASE BALITA (6-59 BULAN) MENDAPAT VIT A,PERSENTASE IBU NIFAS MENDAPAT VIT A,PERSENTASE - PUSKESMAS MEMILIKI 80% OBAT DAN VAKSIN ESENSIAL,PERSENTASE - POSYANDU AKTIF,PUSKESMAS MELAKSANAKAN KEGIATAN KESEHATAN REMAJA,PERSENTASE RUMAH SAKIT TERAKREDITASI,PERSENTASE PENDERITA HIPERTENSI MENDAPAT PELAYANAN KESEHATAN (L+P),PERSENTASE PENDERITA DM YANG MENDAPATKAN PELAYANAN KESEHATAN SESUAI STANDAR,PERSENTASE PEMERIKSAAN IVA,PERSENTASE IVA POSITIF,PERSENTASE CURIGA KANKER LEHER RAHIM,PERSENTASE TUMOR/ BENJOLAN,PERSENTASE  ODGJ BERAT MENDAPAT PELAYANAN KESEHATAN,PERSENTASE KASUS DIRUJUK (GIGI),PERSENTASE ANGKA KEBERHASILAN PENGOBATAN (SUCCESS RATE/SR) SEMUA KASUS TUBERKULOSIS (L+P),PERSENTASE SEMUA KASUS TBC (L),PERSENTASE SEMUA KASUS TBC (P),PERSENTASE  KEMATIAN SELAMA PENGOBATAN TUBERKULOSIS,PERSENTASE ANGKA KESEMBUHAN (CURE RATE) TBC PARU TERKONFIRMASI BAKTERIOLOGIS (L),PERSENTASE PENEMUAN KASUS DIARE SEMUA UMUR DILAYANI ,PERSENTASE KASUS BARU PENDERITA KUSTA CACAT TINGKAT 0,PERSENTASE KASUS BARU PENDERITA KUSTA CACAT TINGKAT 2,PERSENTASE TOTAL PENEMUAN PNEUMONIA (L+P),PERSENTASE SARANA AIR MINUM YANG DIAWASI/ DIPERIKSA KUALITAS AIR MINUMNYA SESUAI STANDAR (AMAN),PERSENTASE DEPOT AIR MINUM LAIK HSP,PERSENTASE KK DENGAN AKSES TERHADAP FASILITAS SANITASI YANG LAYAK.1,PERSENTASE  TPM MEMENUHI SYARAT KESEHATAN,PERSENTASE DESA/KELURAHAN STOP BABS (SBS)
2021-01-01,KALIMANTAN BARAT,KAB. KUBU RAYA,57.0,69.8,79.0,79.0,88.9,0.0,0.0,98.6,95.9,89.8,1.5,79.2,1.8,39.2,26.6,6.8,82.0,94.6,97.1,94.0,34.8,33.7,13.2,3.7,3.2,1.9,1.4,89.4,82.0,96.3,87.4,67.4,22.7,26.6,50.6,91.7,92.6,92.4,94.0,100.0,20.8,0.0,2.0,62.1,81.3,0.0,0.0,0.0,0.0,51.5,9.7,88.9,64.5,35.5,5.9,41.4,12.7,91.3,8.7,1.8,47.06,62.3,87.7,61.0,13.4
2021-01-01,KALIMANTAN BARAT,KOTA PONTIANAK,33.0,42.5,61.0,62.0,100.0,0.0,0.0,100.0,100.0,96.4,0.0,60.2,1.5,43.5,19.4,0.6,68.1,100.0,100.0,100.0,25.3,22.2,20.3,11.5,7.9,7.7,5.9,100.0,51.05,64.5,82.3,67.8,45.7,36.3,100.0,73.9,63.6,65.8,100.0,100.0,59.7,16.0,12.0,20.7,37.8,1.6,0.2,0.3,1.0,58.0,27.1,100.0,63.4,36.6,5.1,36.3,12.9,0.0,0.0,5.4,47.06,69.9,100.0,61.1,26.7
2021-01-01,KALIMANTAN BARAT,KOTA SINGKAWANG,54.0,16.0,100.0,100.0,97.85,0.0,0.0,92.3,87.4,84.0,5.1,90.1,1.5,27.2,16.4,2.9,51.5,88.1,97.7,90.0,2.65,3.95,5.85,0.5,0.6,0.8,0.7,87.8,51.05,50.0,71.6,60.8,24.3,19.7,71.2,67.9,80.6,77.9,87.4,100.0,6.3,5.0,6.0,13.1,65.8,1.5,1.7,0.0,2.8,42.4,1.3,97.85,66.0,34.0,3.2,20.8,30.4,88.0,0.0,16.6,47.06,41.7,70.8,15.6,30.8
2022-01-01,KALIMANTAN BARAT,KAB. SAMBAS,4.44,63.2,14.21,15.67,96.0,0.0,0.0,96.0,94.8,82.8,9.4,100.0,1.0,70.0,26.1,1.4,68.2,91.7,96.6,88.2,6.48,10.73,17.58,1.9,2.4,3.3,2.7,90.9,100.0,94.1,100.0,100.0,94.7,100.0,66.42,89.1,81.5,83.0,91.7,100.0,88.51,24.0,25.0,35.9,98.1,1.8,2.3,0.0,0.8,72.9,0.2,96.0,64.1,35.9,92.2,69.6,21.6,100.0,0.0,2.9,39.9,60.6,97.7,57.05,58.0
2022-01-01,KALIMANTAN BARAT,KAB. BENGKAYANG,9.33,49.6,20.16,21.57,100.0,1.0,0.0,80.7,80.4,59.2,9.0,88.1,2.3,50.7,28.6,12.0,59.2,77.1,90.2,80.7,19.17,15.47,6.83,2.6,2.1,1.0,0.6,74.6,81.5,82.3,100.0,85.8,63.4,74.8,47.3,89.8,78.8,81.0,77.1,88.24,87.91,7.0,100.0,22.8,16.3,3.8,1.9,0.3,1.1,75.9,1.3,100.0,63.0,37.0,79.8,35.5,13.1,0.0,0.0,2.6,84.9,68.2,78.79,57.05,15.3
2022-01-01,KALIMANTAN BARAT,KAB. LANDAK,11.26,58.9,22.49,19.84,96.6,0.0,0.0,97.6,94.4,92.2,3.5,100.0,1.3,58.8,36.2,2.5,97.2,93.2,100.0,95.6,40.43,34.14,21.38,4.5,3.6,2.3,1.2,87.2,42.5,100.0,100.0,81.1,69.7,89.0,56.59,88.4,90.4,89.9,93.2,100.0,48.36,14.0,0.0,22.3,94.4,0.6,0.7,0.0,1.0,71.9,1.3,96.6,66.9,33.1,79.4,42.5,18.3,0.0,0.0,6.9,70.3,56.4,65.98,57.05,1.3
2022-01-01,KALIMANTAN BARAT,KAB. MEMPAWAH,4.04,37.4,8.24,8.07,94.0,0.0,0.0,100.0,100.0,98.2,10.0,84.5,4.0,59.0,23.8,7.7,89.0,100.0,100.0,100.0,8.2,10.89,12.68,1.3,1.6,1.5,1.6,100.0,59.3,100.0,100.0,100.0,86.0,90.0,64.47,86.6,93.4,91.7,100.0,100.0,60.0,14.0,100.0,87.9,86.0,0.2,0.0,1.5,0.0,84.4,1.3,94.0,67.1,32.9,78.9,65.5,17.2,71.4,0.0,15.2,17.5,60.4,88.53,57.05,13.4
2022-01-01,KALIMANTAN BARAT,KAB. SANGGAU,7.95,37.7,14.49,17.48,100.0,0.0,0.0,81.0,82.6,58.3,32.1,90.1,0.3,65.3,25.8,5.2,59.3,82.7,91.2,80.0,0.7,0.8,39.8,0.1,0.1,8.0,4.8,66.0,70.2,85.3,68.6,51.9,41.8,28.6,42.53,69.6,73.7,72.6,82.7,100.0,52.84,13.0,0.0,10.9,37.0,1.0,0.8,0.0,0.0,100.0,0.0,100.0,63.6,36.4,88.5,40.2,10.7,66.7,100.0,58.6,1.7,63.3,74.73,57.05,7.1
2022-01-01,KALIMANTAN BARAT,KAB. KETAPANG,5.65,35.1,15.19,19.37,96.0,0.0,0.0,79.9,66.8,46.2,20.7,68.3,0.8,64.9,22.9,8.4,73.0,75.8,95.2,76.1,13.73,14.67,16.34,3.2,3.4,3.3,2.6,53.4,100.0,86.3,100.0,82.7,78.6,25.9,38.2,66.9,68.7,68.3,74.3,100.0,12.41,19.0,100.0,11.8,71.8,2.0,0.1,1.4,1.9,84.4,1.3,96.0,63.3,36.7,81.4,50.6,27.8,100.0,0.0,20.7,79.3,54.1,77.46,57.05,3.8
2022-01-01,KALIMANTAN BARAT,KAB. SINTANG,10.38,47.5,23.7,27.12,58.4,2.0,0.0,81.4,80.9,67.7,4.6,84.9,0.9,64.5,33.1,0.9,75.4,83.1,83.1,73.2,4.89,7.02,7.23,0.6,0.9,0.9,0.9,72.6,100.0,85.1,51.4,51.1,35.1,13.4,27.36,84.4,87.8,86.7,82.6,100.0,35.03,7.0,28.57,6.1,21.6,2.1,1.3,0.1,0.3,75.9,1.3,58.4,59.3,40.7,88.5,34.8,9.1,0.0,0.0,44.5,22.8,18.1,61.25,57.05,20.6
2022-01-01,KALIMANTAN BARAT,KAB. KAPUAS HULU,9.58,65.4,26.76,31.47,24.0,0.0,1.0,79.9,76.1,54.8,9.5,78.6,1.5,66.4,15.7,11.6,54.4,76.9,83.4,59.1,4.68,4.69,2.72,0.5,0.5,0.3,0.2,70.6,12.2,85.9,100.0,100.0,78.4,93.4,91.95,84.8,81.0,81.8,76.6,100.0,98.47,5.0,0.0,65.1,100.0,0.4,4.2,5.9,0.0,100.0,1.3,24.0,60.8,39.2,72.5,8.1,25.2,23.1,15.4,13.1,54.5,42.0,77.98,57.05,14.9
2022-01-01,KALIMANTAN BARAT,KAB. SEKADAU,10.11,64.2,20.93,21.01,98.0,0.0,0.0,82.4,84.4,65.3,19.9,97.4,0.7,66.2,21.6,7.8,88.8,79.7,90.0,82.6,22.21,18.95,10.36,2.5,2.1,1.2,0.7,57.5,0.0,100.0,76.2,50.9,25.4,14.0,42.16,83.2,76.4,77.8,79.7,100.0,90.94,1.0,0.0,27.1,87.3,0.6,0.7,0.7,0.0,68.2,1.3,98.0,65.1,34.9,88.7,1.4,19.1,0.0,0.0,0.7,22.6,47.7,81.45,57.05,34.5
2022-01-01,KALIMANTAN BARAT,KAB. MELAWI,10.3,31.9,22.29,26.91,100.0,0.0,0.0,68.7,65.0,60.3,5.0,80.9,0.8,72.2,25.5,1.0,78.0,66.2,79.6,73.2,12.39,10.0,6.16,1.5,1.2,0.7,0.5,47.6,0.0,61.6,55.0,18.1,8.7,8.1,46.66,49.3,49.3,49.3,65.7,100.0,59.85,1.0,50.0,22.8,1.1,0.4,0.0,0.0,0.0,49.4,1.3,100.0,62.7,37.3,63.8,22.0,15.8,0.0,100.0,29.0,12.6,29.4,65.38,57.05,12.4
2022-01-01,KALIMANTAN BARAT,KAB. KAYONG UTARA,11.11,23.5,20.82,22.99,97.85,0.0,0.0,80.3,75.9,0.7,73.2,65.3,1.0,75.9,21.5,1.5,100.0,75.8,91.3,67.1,23.26,15.98,10.46,3.7,2.2,1.3,0.5,57.8,0.0,67.6,81.1,65.0,55.5,20.1,67.2,81.2,58.9,62.9,75.8,100.0,100.0,2.0,0.0,15.6,100.0,1.3,0.9,0.9,0.0,85.7,1.3,97.85,66.4,33.6,86.6,26.9,22.1,7.3,0.0,11.8,57.5,26.1,81.33,57.05,2.4
2022-01-01,KALIMANTAN BARAT,KAB. KUBU RAYA,3.66,72.6,7.29,6.83,99.8,0.0,0.0,96.6,95.1,91.5,0.5,68.3,1.1,68.9,24.3,4.0,53.4,92.1,96.3,90.7,36.44,34.16,18.76,5.4,4.8,2.8,2.1,84.4,100.0,96.1,100.0,64.5,35.9,66.4,50.85,92.9,79.0,82.8,91.9,100.0,99.19,17.0,25.0,75.5,80.5,0.9,0.7,1.3,0.4,75.9,0.1,99.8,64.6,35.4,88.7,59.5,12.2,39.0,0.0,4.7,64.6,51.2,72.81,57.05,21.2
2022-01-01,KALIMANTAN BARAT,KOTA PONTIANAK,3.49,47.7,7.49,7.3,100.0,0.0,0.0,100.0,100.0,100.0,0.3,73.1,2.3,64.6,27.6,0.9,68.6,100.0,100.0,100.0,16.62,16.05,15.95,2.6,1.9,1.7,1.1,100.0,0.0,73.3,87.1,71.4,49.1,76.8,100.0,65.0,65.0,65.0,100.0,100.0,93.88,18.0,23.08,33.3,58.0,2.6,0.1,0.3,1.0,75.9,1.3,100.0,61.6,38.4,88.9,43.8,49.3,5.7,0.0,10.4,75.0,92.4,21.65,57.05,75.9
2022-01-01,KALIMANTAN BARAT,KOTA SINGKAWANG,7.67,17.2,15.36,14.45,100.0,2.0,0.0,87.5,86.0,56.7,0.0,41.6,2.9,53.7,30.4,6.1,57.0,83.5,92.9,86.6,0.87,2.91,3.86,0.2,0.9,2.7,0.5,82.8,100.0,55.2,100.0,96.0,67.1,42.3,60.57,70.4,75.4,74.4,83.5,100.0,97.47,6.0,57.14,13.4,62.1,2.5,9.0,0.1,2.2,75.9,100.0,100.0,66.4,33.6,78.7,23.4,17.1,0.0,14.3,23.3,47.06,67.7,14.42,57.05,34.6
2023-01-01,KALIMANTAN BARAT,Kab. Sambas,5.3,68.6,16.8,15.8,99.9,0.0,2.0,89.8,88.5,82.3,2.6,89.2,1.4,72.1,23.5,1.4,65.0,85.9,85.3,81.6,6.2,10.5,15.6,2.2,1.5,2.4,2.3,85.7,55.0,86.7,97.8,87.6,77.2,94.6,63.7,93.8,85.5,87.2,86.8,100.0,0.0,28.0,100.0,47.2,100.0,0.2,5.6,1.1,0.6,100.0,0.1,99.9,62.1,37.9,1.9,60.3,19.5,100.0,0.0,2.5,43.4,61.8,97.98,47.5,55.9
2023-01-01,KALIMANTAN BARAT,Kab. Bengkayang,8.5,50.9,18.7,17.4,98.7,0.0,0.0,84.4,82.9,56.4,10.2,79.5,3.8,58.5,23.2,7.2,95.5,80.6,94.2,87.0,14.2,12.5,7.6,2.1,1.6,1.1,0.8,79.1,41.1,88.8,96.1,95.5,83.8,100.0,34.8,86.7,79.6,81.1,98.8,100.0,12.0,17.0,100.0,45.3,100.0,1.6,1.9,0.0,1.8,96.8,1.3,98.7,68.6,31.4,1.5,60.0,47.9,0.0,0.0,5.5,67.8,57.6,79.48,49.8,20.16
2023-01-01,KALIMANTAN BARAT,Kab. Landak,9.9,65.7,20.6,19.9,72.1,0.0,1.0,87.1,84.0,84.5,4.5,96.9,0.5,68.9,22.4,3.8,66.7,83.2,92.4,82.5,30.7,28.6,17.0,3.3,2.7,1.7,1.2,78.3,46.7,100.0,95.7,92.2,72.4,94.3,53.9,92.4,94.2,93.7,99.9,100.0,56.0,14.0,100.0,2.4,100.0,0.6,15.2,0.0,0.6,83.8,1.3,72.1,66.1,33.9,3.2,51.2,16.8,88.0,0.0,16.9,70.3,56.4,65.98,44.4,1.28
2023-01-01,KALIMANTAN BARAT,Kab. Mempawah,4.4,50.8,10.7,10.3,83.3,0.0,0.0,99.1,98.3,52.6,4.6,73.9,0.9,62.8,22.5,8.2,79.5,95.8,98.1,93.1,9.7,11.0,11.3,1.8,1.8,1.9,1.7,93.5,72.9,98.6,97.4,99.4,81.1,97.3,68.6,84.0,88.9,87.9,99.2,100.0,1.0,14.0,100.0,75.9,100.0,0.5,4.0,0.0,7.2,75.9,0.1,83.3,68.8,31.2,6.3,32.7,22.2,100.0,0.0,23.8,5.0,65.2,88.55,62.9,16.42
2023-01-01,KALIMANTAN BARAT,Kab. Sanggau,8.3,33.9,16.9,20.2,94.7,1.0,0.0,84.3,81.5,50.5,24.2,75.8,0.4,67.0,31.0,1.0,88.5,79.8,84.7,73.7,0.7,0.8,34.7,0.1,0.1,3.3,3.5,66.4,10.9,84.9,48.5,70.1,60.8,22.6,42.5,64.8,54.5,56.6,86.6,100.0,70.0,19.0,75.0,3.5,29.8,0.0,0.0,0.0,5.0,58.8,0.0,94.7,63.7,36.3,3.4,61.8,15.4,0.0,0.0,12.8,33.7,16.9,78.63,17.5,6.51
2023-01-01,KALIMANTAN BARAT,Kab. Ketapang,5.9,32.3,15.9,19.3,98.4,0.0,0.0,83.9,77.6,49.3,13.5,67.3,0.9,67.9,14.3,12.1,55.0,79.7,91.4,75.8,9.6,11.4,10.7,1.1,1.3,1.1,0.9,59.6,58.3,87.0,91.5,80.9,83.5,66.8,51.8,69.5,62.3,63.8,98.6,100.0,100.0,24.0,100.0,20.4,89.3,0.9,3.3,1.8,1.1,90.4,0.1,98.4,60.4,39.6,2.8,46.0,38.3,0.0,40.0,48.6,33.8,42.3,72.92,33.5,4.58
2023-01-01,KALIMANTAN BARAT,Kab. Sintang,8.9,56.7,22.7,25.9,71.2,2.0,0.0,78.7,76.5,62.9,3.6,70.7,1.7,56.0,26.1,10.8,70.6,81.3,85.4,76.7,2.9,3.9,5.4,0.3,0.5,0.6,0.6,72.5,35.2,88.8,68.4,61.2,43.8,14.6,27.7,87.0,79.1,81.4,89.7,100.0,100.0,18.0,42.86,5.2,25.8,0.4,0.4,0.0,2.5,79.3,0.0,71.2,64.7,35.3,1.6,59.6,6.5,66.7,0.0,13.3,5.8,57.8,67.58,38.3,26.29
2023-01-01,KALIMANTAN BARAT,Kab. Kapuas Hulu,8.5,61.8,26.1,33.0,100.0,0.0,0.0,82.5,80.7,57.9,8.8,79.0,0.9,61.2,34.3,2.6,93.8,78.9,74.9,61.0,2.1,2.3,5.9,0.2,0.2,0.6,0.3,72.1,41.7,83.2,90.7,99.9,63.2,97.2,100.0,85.6,84.1,84.4,95.4,100.0,12.0,10.0,33.33,6.0,25.8,2.2,0.8,0.0,0.3,100.0,0.0,100.0,65.3,34.7,3.4,57.3,18.5,0.0,0.0,41.0,25.9,49.0,82.25,39.4,18.79
2023-01-01,KALIMANTAN BARAT,Kab. Sekadau,8.9,59.3,18.9,19.2,87.4,0.0,1.0,79.1,79.2,53.4,18.6,86.2,0.4,70.1,21.4,6.3,47.7,75.4,85.4,77.4,14.3,12.2,5.8,1.6,1.2,0.7,0.4,53.9,24.6,94.8,85.0,74.0,74.7,50.8,38.6,86.9,69.4,72.8,99.5,100.0,9.0,2.0,100.0,3.8,42.5,0.7,20.4,0.9,0.8,86.8,0.0,87.4,74.5,25.5,1.0,59.6,9.3,88.0,0.0,0.7,24.7,66.7,88.01,49.8,51.06
2023-01-01,KALIMANTAN BARAT,Kab. Melawi,9.3,36.6,20.3,24.2,87.8,1.0,1.0,71.9,68.3,67.1,0.0,77.8,0.7,71.0,26.2,1.3,66.1,73.9,86.1,76.9,7.6,6.6,5.6,0.8,0.7,0.6,0.5,50.5,44.1,81.7,64.7,47.2,41.8,26.9,39.5,55.5,44.1,46.3,99.6,100.0,40.0,11.0,75.0,10.1,75.7,0.1,0.0,0.0,0.9,55.9,0.1,87.8,66.5,33.5,1.7,46.3,19.4,88.0,0.0,7.1,10.8,70.4,85.97,12.8,14.79
2023-01-01,KALIMANTAN BARAT,Kab. Kayong Utara,8.1,38.1,17.4,20.0,100.0,0.0,0.0,80.1,73.8,16.7,42.8,44.0,1.4,73.0,17.3,6.0,100.0,73.4,88.3,70.9,15.5,12.1,4.8,2.1,1.4,0.5,0.3,61.4,0.0,91.8,86.6,92.8,80.8,43.4,45.5,85.4,86.2,86.1,99.6,100.0,0.0,11.0,100.0,23.2,100.0,1.3,2.6,2.1,0.4,100.0,0.0,100.0,56.9,43.1,3.9,40.2,29.0,100.0,0.0,16.8,60.8,20.0,88.58,23.6,13.95
2023-01-01,KALIMANTAN BARAT,Kab. Kubu Raya,4.5,62.6,9.5,8.8,93.3,0.0,0.0,100.0,100.0,89.8,0.2,67.8,1.0,71.1,22.2,3.7,43.4,96.1,97.8,95.3,18.6,20.6,7.0,2.3,2.4,1.1,0.8,94.5,64.1,91.3,100.0,83.8,48.1,84.3,56.4,85.9,83.6,84.1,95.1,100.0,0.0,21.0,100.0,81.2,87.7,0.1,2.9,7.4,0.9,92.3,1.3,93.3,62.0,38.0,1.7,52.4,32.3,88.5,11.5,10.6,18.5,63.2,83.71,59.2,26.56
2023-01-01,KALIMANTAN BARAT,Kota Pontianak,2.7,48.6,7.0,7.0,100.0,0.0,0.0,100.0,99.5,92.4,0.2,70.4,2.3,64.6,26.8,1.0,68.6,99.4,98.3,98.2,6.2,7.5,7.5,1.0,0.9,0.8,0.5,99.4,22.4,65.7,100.0,95.7,81.7,94.8,98.5,63.7,70.6,69.2,54.9,100.0,6.0,23.0,53.33,44.6,72.2,5.7,0.1,0.1,8.1,76.0,0.1,100.0,61.7,38.3,1.2,45.3,22.2,0.0,0.0,13.3,100.0,95.6,99.53,71.8,75.86
2023-01-01,KALIMANTAN BARAT,Kota Singkawang,7.0,19.9,17.0,14.8,100.0,0.0,0.0,86.5,84.8,76.6,0.0,42.9,3.1,50.1,26.5,5.6,67.0,82.6,87.0,80.4,1.1,2.6,3.3,0.2,0.8,0.8,0.8,81.9,60.5,52.1,89.4,95.5,97.6,73.7,57.5,63.7,60.6,61.3,100.0,100.0,2.0,10.0,71.43,5.9,32.8,7.9,2.2,0.4,19.9,67.9,0.1,100.0,67.2,32.8,0.4,46.6,46.6,50.0,50.0,30.4,0.0,43.8,7.59,32.3,50.0
2020-01-01,BALI,JEMBRANA,1.0,59.3,1.7,2.3,95.1,2.0,0.0,100.0,100.0,100.0,6.0,97.1,3.1,53.6,7.6,10.8,81.5,100.0,100.0,98.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,29.3,84.5,96.5,0.0,0.0,15.6,68.4,98.0,96.8,97.0,100.0,100.0,100.0,12.0,55.24,43.3,97.9,5.7,1.5,0.0,0.0,50.7,0.0,95.1,68.1,31.9,4.6,79.0,50.4,100.0,0.0,52.6,47.06,93.6,82.25,100.0,21.6
